User_ID,Product_ID,Product_Category,Purchase,Age,Gender,Mood,Weather,Time_of_Day,Day_of_Week,Is_Weekend,Previous_Week_Spending
U1002,P101,Clothing,3759,26-35,M,Sad,Stormy,Afternoon,Saturday,1,12297.0
U1002,P104,Books,626,36-45,M,Happy,Sunny,Morning,Tuesday,0,15692.0
U1002,P101,Electronics,2495,36-45,F,Sad,Rainy,Evening,Friday,0,16178.0
U1002,P103,Electronics,3893,26-35,M,Sad,Stormy,Night,Thursday,0,13783.0
U1002,P101,Beauty,4975,18-25,F,Neutral,Sunny,Afternoon,Friday,0,16798.0
U1002,P103,Electronics,4457,26-35,F,Anxious,Sunny,Morning,Sunday,1,17733.0
U1002,P102,Home,4478,26-35,F,Neutral,Stormy,Evening,Thursday,0,21032.0
U1002,P103,Home,4636,18-25,M,Sad,Cloudy,Night,Monday,0,24683.0
U1002,P103,Books,4896,26-35,M,Bored,Cloudy,Afternoon,Saturday,1,25560.0
U1002,P104,Beauty,2196,46-50,F,Bored,Windy,Evening,Friday,0,29830.0
U1002,P101,Electronics,1259,36-45,F,Sad,Rainy,Morning,Thursday,0,29531.0
U1002,P103,Beauty,3928,36-45,F,Bored,Rainy,Evening,Thursday,0,26897.0
U1002,P101,Electronics,1900,46-50,F,Happy,Cloudy,Evening,Wednesday,0,25850.0
U1002,P105,Books,3212,26-35,F,Neutral,Sunny,Morning,Wednesday,0,23293.0
U1002,P105,Books,2274,36-45,M,Bored,Cloudy,Afternoon,Sunday,1,22027.0
U1002,P103,Home,3339,46-50,M,Bored,Windy,Afternoon,Saturday,1,19665.0
U1002,P104,Home,4651,46-50,F,Anxious,Sunny,Morning,Friday,0,18108.0
U1002,P103,Clothing,3421,18-25,M,Neutral,Windy,Morning,Sunday,1,20563.0
U1002,P101,Books,273,26-35,F,Bored,Cloudy,Morning,Thursday,0,22725.0
U1002,P103,Beauty,826,36-45,F,Anxious,Sunny,Morning,Saturday,1,19070.0
U1002,P105,Beauty,1975,26-35,M,Bored,Sunny,Afternoon,Saturday,1,17996.0
U1002,P104,Books,1035,36-45,F,Bored,Rainy,Afternoon,Sunday,1,16759.0
U1002,P101,Clothing,3908,46-50,M,Bored,Windy,Morning,Sunday,1,15520.0
U1002,P102,Home,3549,18-25,F,Neutral,Windy,Evening,Saturday,1,16089.0
U1002,P101,Clothing,1942,18-25,M,Bored,Rainy,Evening,Wednesday,0,14987.0
U1002,P101,Home,1966,36-45,M,Sad,Stormy,Morning,Thursday,0,13508.0
U1002,P105,Electronics,4405,36-45,F,Neutral,Rainy,Morning,Sunday,1,15201.0
U1002,P103,Home,3289,18-25,F,Sad,Sunny,Morning,Tuesday,0,18780.0
U1002,P105,Clothing,4108,18-25,M,Neutral,Rainy,Morning,Tuesday,0,20094.0
U1002,P105,Electronics,2382,36-45,F,Neutral,Windy,Night,Tuesday,0,23167.0
U1002,P103,Home,1956,18-25,M,Anxious,Stormy,Evening,Saturday,1,21641.0
U1002,P101,Beauty,2098,18-25,M,Anxious,Stormy,Afternoon,Friday,0,20048.0
U1002,P104,Clothing,1230,26-35,F,Bored,Windy,Morning,Saturday,1,20204.0
U1002,P102,Home,3535,36-45,M,Bored,Rainy,Morning,Sunday,1,19468.0
U1002,P102,Beauty,2043,18-25,M,Neutral,Rainy,Evening,Tuesday,0,18598.0
U1002,P101,Electronics,3364,46-50,F,Neutral,Sunny,Evening,Wednesday,0,17352.0
U1002,P104,Home,3373,18-25,F,Neutral,Sunny,Evening,Sunday,1,16608.0
U1002,P104,Books,1013,18-25,F,Anxious,Sunny,Morning,Tuesday,0,17599.0
U1002,P102,Electronics,4321,46-50,M,Neutral,Windy,Evening,Wednesday,0,16656.0
U1002,P105,Books,3799,46-50,M,Happy,Sunny,Night,Sunday,1,18879.0
U1002,P101,Electronics,1154,46-50,M,Anxious,Stormy,Morning,Tuesday,0,21448.0
U1002,P102,Books,4737,18-25,F,Neutral,Windy,Night,Sunday,1,19067.0
U1002,P103,Home,4272,26-35,M,Happy,Windy,Evening,Thursday,0,21761.0
U1002,P101,Clothing,2256,46-50,F,Happy,Stormy,Morning,Sunday,1,22669.0
U1002,P104,Beauty,4263,18-25,M,Anxious,Rainy,Night,Tuesday,0,21552.0
U1002,P105,Clothing,2821,26-35,F,Bored,Stormy,Afternoon,Friday,0,24802.0
U1002,P101,Books,2490,36-45,M,Neutral,Windy,Night,Tuesday,0,23302.0
U1002,P105,Clothing,1046,46-50,M,Sad,Rainy,Morning,Wednesday,0,21993.0
U1002,P103,Home,1477,36-45,M,Neutral,Rainy,Afternoon,Tuesday,0,21885.0
U1002,P102,Home,1539,26-35,F,Bored,Sunny,Afternoon,Thursday,0,18625.0
U1002,P104,Home,458,36-45,M,Sad,Cloudy,Morning,Tuesday,0,15892.0
U1002,P103,Electronics,1407,26-35,F,Neutral,Rainy,Night,Thursday,0,14094.0
U1002,P102,Home,2760,36-45,F,Anxious,Windy,Afternoon,Friday,0,11238.0
U1002,P104,Home,2311,46-50,F,Happy,Stormy,Evening,Wednesday,0,11177.0
U1002,P101,Clothing,2009,26-35,F,Sad,Sunny,Morning,Wednesday,0,10998.0
U1002,P102,Beauty,3830,26-35,M,Happy,Stormy,Evening,Monday,0,11961.0
U1002,P103,Home,2146,46-50,M,Bored,Rainy,Afternoon,Wednesday,0,14314.0
U1002,P105,Beauty,366,46-50,M,Neutral,Stormy,Evening,Saturday,1,14921.0
U1002,P103,Clothing,3311,46-50,F,Neutral,Cloudy,Evening,Monday,0,14829.0
U1002,P104,Electronics,3832,26-35,F,Neutral,Stormy,Evening,Tuesday,0,16733.0
U1002,P104,Beauty,4910,18-25,F,Anxious,Rainy,Evening,Saturday,1,17805.0
U1002,P105,Clothing,2908,36-45,M,Sad,Cloudy,Morning,Sunday,1,20404.0
U1002,P102,Home,3636,26-35,F,Bored,Cloudy,Afternoon,Wednesday,0,21303.0
U1002,P105,Clothing,464,18-25,M,Bored,Stormy,Afternoon,Tuesday,0,21109.0
U1002,P102,Electronics,3520,18-25,M,Bored,Stormy,Afternoon,Friday,0,19427.0
U1002,P104,Beauty,4006,46-50,M,Anxious,Windy,Morning,Tuesday,0,22581.0
U1002,P104,Beauty,3053,36-45,F,Anxious,Stormy,Evening,Friday,0,23276.0
U1002,P102,Clothing,2467,46-50,M,Sad,Rainy,Night,Tuesday,0,22497.0
U1002,P102,Home,2099,18-25,F,Sad,Windy,Evening,Monday,0,20054.0
U1002,P101,Home,3852,18-25,F,Bored,Stormy,Afternoon,Monday,0,19245.0
U1002,P101,Beauty,1409,46-50,F,Anxious,Cloudy,Night,Sunday,1,19461.0
U1002,P102,Clothing,3334,18-25,M,Sad,Windy,Morning,Tuesday,0,20406.0
U1002,P101,Beauty,2941,26-35,M,Neutral,Stormy,Afternoon,Monday,0,20220.0
U1002,P103,Books,4308,46-50,F,Sad,Rainy,Evening,Wednesday,0,19155.0
U1002,P104,Clothing,3659,36-45,F,Anxious,Rainy,Night,Wednesday,0,20410.0
U1002,P105,Clothing,3463,18-25,F,Sad,Windy,Morning,Monday,0,21602.0
U1002,P102,Books,4336,46-50,F,Neutral,Stormy,Morning,Thursday,0,22966.0
U1002,P101,Beauty,4843,18-25,F,Anxious,Stormy,Night,Friday,0,23450.0
U1002,P101,Books,300,18-25,M,Happy,Stormy,Night,Saturday,1,26884.0
U1002,P105,Home,2341,36-45,M,Bored,Cloudy,Afternoon,Friday,0,23850.0
U1002,P101,Home,3526,46-50,F,Neutral,Stormy,Evening,Sunday,1,23250.0
U1002,P102,Home,1009,46-50,F,Sad,Windy,Afternoon,Thursday,0,22468.0
U1002,P102,Beauty,3744,18-25,M,Bored,Cloudy,Morning,Tuesday,0,19818.0
U1002,P102,Books,2230,18-25,F,Neutral,Stormy,Afternoon,Friday,0,20099.0
U1002,P103,Beauty,4645,18-25,M,Anxious,Rainy,Afternoon,Sunday,1,17993.0
U1002,P103,Books,2655,46-50,F,Neutral,Cloudy,Night,Sunday,1,17795.0
U1002,P105,Beauty,3051,46-50,M,Bored,Windy,Evening,Saturday,1,20150.0
U1002,P103,Clothing,1073,18-25,F,Happy,Sunny,Evening,Monday,0,20860.0
U1002,P103,Beauty,4827,18-25,M,Anxious,Sunny,Night,Monday,0,18407.0
U1002,P104,Electronics,4065,36-45,F,Bored,Stormy,Evening,Tuesday,0,22225.0
U1002,P101,Beauty,1150,46-50,F,Bored,Cloudy,Evening,Friday,0,22546.0
U1002,P102,Clothing,1688,18-25,F,Happy,Sunny,Afternoon,Sunday,1,21466.0
U1002,P105,Beauty,3978,26-35,M,Happy,Stormy,Morning,Thursday,0,18509.0
U1002,P102,Beauty,536,26-35,F,Anxious,Cloudy,Morning,Thursday,0,19832.0
U1002,P102,Clothing,152,26-35,M,Anxious,Sunny,Afternoon,Monday,0,17317.0
U1002,P101,Home,3802,36-45,F,Neutral,Cloudy,Night,Friday,0,16396.0
U1002,P103,Beauty,2441,36-45,M,Anxious,Stormy,Evening,Friday,0,15371.0
U1002,P102,Beauty,917,36-45,M,Anxious,Windy,Afternoon,Sunday,1,13747.0
U1002,P105,Electronics,2537,26-35,F,Neutral,Rainy,Evening,Friday,0,13514.0
U1002,P105,Home,918,46-50,F,Happy,Rainy,Night,Wednesday,0,14363.0
U1002,P103,Electronics,1206,36-45,F,Neutral,Cloudy,Afternoon,Wednesday,0,11303.0
U1002,P101,Clothing,297,18-25,M,Bored,Cloudy,Night,Sunday,1,11973.0
U1002,P101,Home,3592,18-25,F,Bored,Rainy,Morning,Sunday,1,12118.0
U1002,P101,Electronics,4218,36-45,M,Bored,Rainy,Evening,Sunday,1,11908.0
U1002,P105,Home,3896,26-35,M,Sad,Sunny,Afternoon,Tuesday,0,13685.0
U1002,P101,Beauty,1028,26-35,M,Sad,Rainy,Morning,Monday,0,16664.0
U1002,P103,Electronics,622,36-45,F,Neutral,Windy,Night,Wednesday,0,15155.0
U1002,P102,Beauty,3623,18-25,M,Neutral,Rainy,Night,Monday,0,14859.0
U1002,P103,Home,326,18-25,M,Anxious,Sunny,Night,Wednesday,0,17276.0
U1002,P102,Home,496,18-25,M,Neutral,Rainy,Evening,Monday,0,17305.0
U1002,P103,Beauty,3337,26-35,F,Bored,Stormy,Evening,Friday,0,14209.0
U1002,P105,Home,2116,36-45,F,Sad,Rainy,Evening,Thursday,0,13328.0
U1002,P102,Clothing,1872,18-25,F,Anxious,Rainy,Evening,Thursday,0,11548.0
U1002,P104,Books,261,18-25,F,Anxious,Windy,Night,Sunday,1,12392.0
U1002,P101,Electronics,4076,26-35,M,Neutral,Windy,Night,Monday,0,12031.0
U1002,P102,Electronics,639,18-25,F,Sad,Windy,Night,Thursday,0,12484.0
U1002,P101,Clothing,1561,36-45,M,Bored,Sunny,Afternoon,Monday,0,12797.0
U1002,P102,Books,2196,26-35,F,Neutral,Rainy,Morning,Thursday,0,13862.0
U1002,P102,Clothing,4313,46-50,M,Bored,Stormy,Evening,Wednesday,0,12721.0
U1002,P105,Home,2200,26-35,M,Happy,Sunny,Morning,Tuesday,0,14918.0
U1002,P102,Clothing,3757,46-50,F,Bored,Stormy,Evening,Saturday,1,15246.0
U1002,P103,Books,4753,18-25,F,Happy,Stormy,Night,Saturday,1,18742.0
U1002,P105,Clothing,3273,18-25,F,Anxious,Rainy,Afternoon,Friday,0,19419.0
U1002,P105,Books,2105,26-35,M,Neutral,Cloudy,Night,Saturday,1,22053.0
U1002,P104,Home,4593,46-50,F,Sad,Stormy,Morning,Tuesday,0,22597.0
U1002,P104,Electronics,486,36-45,F,Anxious,Windy,Night,Saturday,1,24994.0
U1002,P104,Electronics,2377,18-25,F,Happy,Stormy,Evening,Friday,0,21167.0
U1002,P104,Books,3775,46-50,M,Happy,Cloudy,Night,Wednesday,0,21344.0
U1002,P104,Beauty,2903,46-50,F,Neutral,Sunny,Afternoon,Thursday,0,21362.0
U1002,P102,Beauty,4502,26-35,M,Happy,Cloudy,Night,Saturday,1,19512.0
U1002,P103,Home,4652,26-35,F,Anxious,Sunny,Afternoon,Sunday,1,20741.0
U1002,P102,Clothing,4420,26-35,F,Happy,Cloudy,Afternoon,Saturday,1,23288.0
U1002,P103,Beauty,3385,18-25,M,Happy,Sunny,Afternoon,Wednesday,0,23115.0
U1002,P101,Home,294,18-25,F,Neutral,Stormy,Afternoon,Tuesday,0,26014.0
U1002,P101,Books,4096,36-45,F,Neutral,Stormy,Afternoon,Monday,0,23931.0
U1002,P103,Clothing,588,36-45,M,Happy,Windy,Evening,Thursday,0,24252.0
U1002,P104,Clothing,2304,36-45,M,Neutral,Windy,Night,Thursday,0,21937.0
U1002,P102,Books,2757,26-35,M,Happy,Windy,Evening,Saturday,1,19739.0
U1002,P103,Books,492,36-45,F,Sad,Stormy,Night,Thursday,0,17844.0
U1002,P102,Electronics,3816,46-50,M,Sad,Sunny,Night,Friday,0,13916.0
U1002,P103,Clothing,2509,36-45,M,Happy,Sunny,Evening,Wednesday,0,14347.0
U1002,P104,Beauty,3273,18-25,F,Happy,Cloudy,Afternoon,Monday,0,16562.0
U1002,P103,Beauty,4881,46-50,M,Anxious,Stormy,Afternoon,Tuesday,0,15739.0
U1002,P105,Beauty,2883,46-50,M,Sad,Cloudy,Night,Monday,0,20032.0
U1002,P102,Clothing,3745,18-25,F,Neutral,Sunny,Evening,Tuesday,0,20611.0
U1002,P102,Clothing,3394,18-25,M,Neutral,Sunny,Morning,Monday,0,21599.0
U1002,P103,Home,3852,36-45,F,Anxious,Sunny,Night,Sunday,1,24501.0
U1002,P104,Electronics,2593,26-35,F,Bored,Cloudy,Evening,Monday,0,24537.0
U1002,P102,Home,107,36-45,F,Bored,Cloudy,Night,Sunday,1,24621.0
U1002,P105,Beauty,2625,26-35,F,Neutral,Cloudy,Evening,Friday,0,21455.0
U1002,P101,Clothing,2119,26-35,M,Anxious,Stormy,Night,Friday,0,19199.0
U1002,P101,Beauty,4382,26-35,M,Happy,Windy,Afternoon,Tuesday,0,18435.0
U1002,P101,Books,2568,26-35,M,Anxious,Windy,Evening,Thursday,0,19072.0
U1002,P105,Books,4109,26-35,F,Neutral,Sunny,Morning,Friday,0,18246.0
U1002,P105,Clothing,3426,36-45,F,Sad,Sunny,Night,Sunday,1,18503.0
U1002,P102,Beauty,3738,18-25,F,Sad,Windy,Afternoon,Friday,0,19336.0
U1002,P103,Electronics,1043,26-35,M,Bored,Rainy,Afternoon,Thursday,0,22967.0
U1002,P101,Beauty,3036,36-45,M,Sad,Rainy,Evening,Saturday,1,21385.0
U1002,P101,Clothing,4047,26-35,M,Anxious,Rainy,Morning,Friday,0,22302.0
U1002,P103,Clothing,1296,26-35,F,Sad,Rainy,Morning,Monday,0,21967.0
U1002,P102,Books,4205,18-25,F,Bored,Sunny,Evening,Saturday,1,20695.0
U1002,P104,Electronics,766,46-50,F,Sad,Windy,Evening,Tuesday,0,20791.0
U1002,P105,Electronics,3924,36-45,F,Bored,Cloudy,Morning,Wednesday,0,18131.0
U1002,P105,Clothing,4029,46-50,M,Bored,Cloudy,Night,Monday,0,18317.0
U1002,P105,Home,792,46-50,M,Neutral,Stormy,Afternoon,Sunday,1,21303.0
U1002,P104,Clothing,3108,46-50,F,Happy,Rainy,Morning,Monday,0,19059.0
U1002,P102,Clothing,2261,46-50,F,Neutral,Sunny,Evening,Sunday,1,18120.0
U1002,P103,Beauty,4510,46-50,M,Neutral,Stormy,Evening,Saturday,1,19085.0
U1002,P104,Books,2013,26-35,F,Happy,Stormy,Evening,Wednesday,0,19390.0
U1002,P105,Books,2501,18-25,M,Anxious,Stormy,Evening,Monday,0,20637.0
U1002,P105,Home,1872,18-25,F,Bored,Windy,Afternoon,Friday,0,19214.0
U1002,P105,Clothing,799,46-50,F,Happy,Stormy,Morning,Sunday,1,17057.0
U1002,P104,Electronics,183,46-50,M,Anxious,Rainy,Morning,Saturday,1,17064.0
U1002,P101,Electronics,2775,26-35,M,Bored,Stormy,Morning,Monday,0,14139.0
U1002,P105,Electronics,3280,26-35,M,Happy,Windy,Morning,Tuesday,0,14653.0
U1002,P104,Beauty,3676,46-50,F,Happy,Cloudy,Afternoon,Friday,0,13423.0
U1002,P101,Electronics,4173,26-35,F,Bored,Stormy,Evening,Saturday,1,15086.0
U1002,P102,Clothing,2580,36-45,F,Bored,Sunny,Night,Saturday,1,16758.0
U1002,P102,Books,353,18-25,M,Sad,Stormy,Evening,Wednesday,0,17466.0
U1002,P102,Beauty,4376,18-25,M,Sad,Rainy,Night,Monday,0,17020.0
U1002,P103,Electronics,1773,26-35,M,Bored,Cloudy,Morning,Tuesday,0,21213.0
U1002,P104,Home,4407,46-50,M,Bored,Rainy,Night,Monday,0,20211.0
U1002,P102,Beauty,4182,36-45,M,Happy,Sunny,Night,Friday,0,21338.0
U1002,P102,Home,3340,26-35,F,Happy,Stormy,Night,Saturday,1,21844.0
U1002,P101,Electronics,3514,46-50,F,Happy,Stormy,Afternoon,Sunday,1,21011.0
U1002,P105,Electronics,405,46-50,M,Anxious,Rainy,Night,Sunday,1,21945.0
U1003,P101,Clothing,1914,36-45,F,Happy,Sunny,Night,Sunday,1,0.0
U1003,P105,Home,4974,26-35,M,Neutral,Stormy,Afternoon,Saturday,1,1914.0
U1003,P104,Electronics,2651,18-25,F,Happy,Rainy,Evening,Sunday,1,6888.0
U1003,P105,Books,575,18-25,M,Bored,Sunny,Afternoon,Sunday,1,9539.0
U1003,P105,Electronics,584,36-45,M,Anxious,Rainy,Morning,Friday,0,10114.0
U1003,P102,Electronics,4754,36-45,M,Happy,Sunny,Morning,Thursday,0,10698.0
U1003,P103,Clothing,2385,36-45,M,Anxious,Windy,Afternoon,Wednesday,0,15452.0
U1003,P105,Home,4663,26-35,F,Sad,Windy,Evening,Tuesday,0,17837.0
U1003,P105,Home,382,26-35,F,Sad,Rainy,Evening,Saturday,1,20586.0
U1003,P104,Beauty,4464,36-45,F,Neutral,Sunny,Night,Monday,0,15994.0
U1003,P101,Beauty,1383,18-25,F,Happy,Windy,Morning,Monday,0,17807.0
U1003,P105,Books,1023,36-45,F,Neutral,Rainy,Evening,Monday,0,18615.0
U1003,P105,Electronics,1660,26-35,M,Happy,Cloudy,Afternoon,Monday,0,19054.0
U1003,P103,Home,3964,46-50,M,Sad,Cloudy,Evening,Friday,0,15960.0
U1003,P105,Books,3169,36-45,F,Anxious,Windy,Night,Saturday,1,17539.0
U1003,P101,Beauty,3647,18-25,M,Anxious,Sunny,Afternoon,Friday,0,16045.0
U1003,P104,Electronics,745,36-45,M,Neutral,Sunny,Afternoon,Sunday,1,19310.0
U1003,P101,Clothing,1999,26-35,M,Anxious,Cloudy,Evening,Saturday,1,15591.0
U1003,P102,Beauty,2604,18-25,M,Anxious,Stormy,Night,Monday,0,16207.0
U1003,P102,Home,687,36-45,M,Happy,Stormy,Evening,Monday,0,17788.0
U1003,P102,Clothing,4533,46-50,F,Anxious,Rainy,Night,Tuesday,0,16815.0
U1003,P103,Home,2426,36-45,M,Bored,Rainy,Evening,Friday,0,17384.0
U1003,P102,Clothing,3009,18-25,F,Anxious,Stormy,Night,Friday,0,16641.0
U1003,P102,Beauty,1030,18-25,F,Anxious,Stormy,Evening,Friday,0,16003.0
U1003,P101,Beauty,739,46-50,M,Anxious,Rainy,Evening,Monday,0,16288.0
U1003,P105,Electronics,559,46-50,M,Anxious,Stormy,Night,Friday,0,15028.0
U1003,P103,Home,492,18-25,F,Happy,Cloudy,Morning,Saturday,1,12983.0
U1003,P101,Beauty,2357,18-25,F,Anxious,Rainy,Afternoon,Saturday,1,12788.0
U1003,P102,Clothing,241,46-50,M,Neutral,Rainy,Morning,Sunday,1,10612.0
U1003,P105,Electronics,4349,36-45,F,Anxious,Windy,Afternoon,Tuesday,0,8427.0
U1003,P104,Books,4188,46-50,M,Happy,Stormy,Afternoon,Friday,0,9767.0
U1003,P101,Home,2910,26-35,M,Anxious,Cloudy,Evening,Sunday,1,12925.0
U1003,P102,Home,4828,36-45,F,Sad,Cloudy,Afternoon,Saturday,1,15096.0
U1003,P101,Home,1631,18-25,F,Sad,Stormy,Morning,Wednesday,0,19365.0
U1003,P105,Home,4593,36-45,M,Happy,Sunny,Morning,Thursday,0,20504.0
U1003,P101,Clothing,1243,26-35,M,Bored,Sunny,Morning,Tuesday,0,22740.0
U1003,P104,Electronics,1560,36-45,M,Happy,Rainy,Afternoon,Tuesday,0,23742.0
U1003,P103,Clothing,385,46-50,M,Anxious,Sunny,Night,Monday,0,20953.0
U1003,P104,Beauty,1862,26-35,F,Happy,Rainy,Afternoon,Saturday,1,17150.0
U1003,P103,Home,4108,46-50,F,Sad,Sunny,Evening,Wednesday,0,16102.0
U1003,P104,Clothing,3298,26-35,M,Sad,Rainy,Night,Wednesday,0,15382.0
U1003,P103,Books,2579,36-45,M,Neutral,Windy,Night,Monday,0,17049.0
U1003,P104,Clothing,4689,18-25,F,Neutral,Sunny,Morning,Sunday,1,15035.0
U1003,P102,Beauty,1685,18-25,M,Neutral,Cloudy,Afternoon,Wednesday,0,18481.0
U1003,P101,Books,760,46-50,F,Neutral,Rainy,Evening,Sunday,1,18606.0
U1003,P104,Home,1399,18-25,F,Neutral,Windy,Afternoon,Wednesday,0,18981.0
U1003,P101,Beauty,2086,46-50,M,Neutral,Stormy,Afternoon,Friday,0,18518.0
U1003,P104,Home,1076,26-35,M,Sad,Sunny,Morning,Wednesday,0,16496.0
U1003,P102,Clothing,4677,46-50,F,Anxious,Cloudy,Evening,Tuesday,0,14274.0
U1003,P101,Electronics,2627,36-45,F,Anxious,Sunny,Night,Tuesday,0,16372.0
U1003,P105,Beauty,3236,26-35,F,Happy,Stormy,Morning,Thursday,0,14310.0
U1003,P104,Clothing,1547,36-45,F,Sad,Stormy,Evening,Thursday,0,15861.0
U1003,P102,Electronics,2479,26-35,F,Anxious,Sunny,Night,Thursday,0,16648.0
U1003,P101,Clothing,2173,18-25,M,Sad,Sunny,Afternoon,Wednesday,0,17728.0
U1003,P105,Electronics,505,18-25,F,Bored,Rainy,Evening,Tuesday,0,17815.0
U1003,P102,Electronics,4700,26-35,F,Happy,Windy,Night,Wednesday,0,17244.0
U1003,P105,Beauty,678,26-35,F,Happy,Cloudy,Morning,Sunday,1,17267.0
U1003,P105,Beauty,3001,18-25,F,Sad,Stormy,Morning,Saturday,1,15318.0
U1003,P103,Clothing,2107,46-50,M,Happy,Rainy,Morning,Saturday,1,15083.0
U1003,P101,Home,1285,18-25,F,Anxious,Stormy,Evening,Saturday,1,15643.0
U1003,P102,Electronics,4105,18-25,F,Sad,Rainy,Afternoon,Wednesday,0,14449.0
U1003,P104,Electronics,2361,18-25,M,Anxious,Windy,Night,Sunday,1,16381.0
U1003,P104,Beauty,3836,46-50,F,Anxious,Stormy,Night,Thursday,0,18237.0
U1003,P101,Books,1425,18-25,M,Sad,Stormy,Afternoon,Thursday,0,17373.0
U1003,P104,Beauty,4750,18-25,M,Sad,Windy,Morning,Tuesday,0,18120.0
U1003,P105,Clothing,440,36-45,F,Anxious,Rainy,Evening,Friday,0,19869.0
U1003,P103,Electronics,2529,36-45,F,Happy,Stormy,Morning,Monday,0,18202.0
U1003,P104,Clothing,3742,26-35,F,Neutral,Sunny,Night,Tuesday,0,19446.0
U1003,P102,Books,282,26-35,M,Bored,Windy,Evening,Monday,0,19083.0
U1003,P104,Clothing,1617,36-45,F,Bored,Sunny,Afternoon,Monday,0,17004.0
U1003,P101,Clothing,4196,26-35,M,Happy,Cloudy,Evening,Saturday,1,14785.0
U1003,P105,Clothing,3503,26-35,M,Happy,Windy,Morning,Thursday,0,17556.0
U1003,P104,Electronics,4779,46-50,M,Happy,Stormy,Morning,Thursday,0,16309.0
U1003,P101,Books,3860,36-45,M,Neutral,Rainy,Afternoon,Monday,0,20648.0
U1003,P104,Home,4133,18-25,F,Neutral,Stormy,Morning,Saturday,1,21979.0
U1003,P103,Beauty,1874,36-45,M,Happy,Rainy,Afternoon,Saturday,1,22370.0
U1003,P101,Beauty,2802,46-50,F,Happy,Rainy,Night,Saturday,1,23962.0
U1003,P101,Books,2597,26-35,F,Neutral,Windy,Morning,Monday,0,25147.0
U1003,P103,Electronics,3255,46-50,M,Happy,Sunny,Evening,Saturday,1,23548.0
U1003,P104,Home,2814,46-50,F,Sad,Rainy,Evening,Wednesday,0,23300.0
U1003,P105,Clothing,4824,26-35,F,Bored,Windy,Evening,Thursday,0,21335.0
U1003,P104,Electronics,1728,18-25,M,Bored,Cloudy,Afternoon,Tuesday,0,22299.0
U1003,P104,Beauty,3521,46-50,F,Happy,Windy,Night,Wednesday,0,19894.0
U1003,P104,Clothing,1336,46-50,M,Anxious,Windy,Evening,Friday,0,21541.0
U1003,P102,Books,4769,36-45,M,Bored,Rainy,Night,Thursday,0,20075.0
U1003,P105,Electronics,2424,26-35,F,Neutral,Cloudy,Evening,Tuesday,0,22247.0
U1003,P105,Beauty,474,26-35,F,Bored,Cloudy,Evening,Sunday,1,21416.0
U1003,P104,Clothing,2121,18-25,M,Anxious,Stormy,Morning,Friday,0,19076.0
U1003,P105,Beauty,3359,26-35,M,Bored,Cloudy,Evening,Sunday,1,16373.0
U1003,P103,Clothing,1989,26-35,F,Neutral,Stormy,Evening,Thursday,0,18004.0
U1003,P103,Books,1923,26-35,M,Neutral,Stormy,Afternoon,Sunday,1,16472.0
U1003,P103,Home,1574,36-45,F,Anxious,Stormy,Evening,Saturday,1,17059.0
U1003,P102,Electronics,3234,18-25,F,Neutral,Stormy,Morning,Sunday,1,13864.0
U1003,P102,Clothing,4100,46-50,M,Anxious,Cloudy,Afternoon,Tuesday,0,14674.0
U1003,P102,Home,3080,36-45,F,Neutral,Rainy,Afternoon,Sunday,1,18300.0
U1003,P104,Beauty,2706,18-25,F,Sad,Rainy,Evening,Thursday,0,19259.0
U1003,P103,Books,3319,36-45,M,Neutral,Rainy,Night,Sunday,1,18606.0
U1003,P104,Clothing,2111,26-35,M,Happy,Cloudy,Afternoon,Tuesday,0,19936.0
U1003,P104,Electronics,1542,26-35,F,Sad,Cloudy,Morning,Thursday,0,20124.0
U1003,P101,Home,542,18-25,M,Bored,Rainy,Morning,Tuesday,0,20092.0
U1003,P101,Clothing,3750,36-45,M,Happy,Rainy,Night,Monday,0,17400.0
U1003,P101,Home,4558,46-50,F,Bored,Cloudy,Night,Monday,0,17050.0
U1003,P105,Beauty,1357,36-45,M,Happy,Sunny,Afternoon,Thursday,0,18528.0
U1003,P104,Books,2409,36-45,M,Neutral,Rainy,Morning,Monday,0,17179.0
U1003,P102,Home,3258,46-50,F,Anxious,Windy,Night,Thursday,0,16269.0
U1003,P103,Books,3907,36-45,M,Anxious,Stormy,Morning,Saturday,1,17416.0
U1003,P103,Books,3336,26-35,M,Neutral,Sunny,Night,Saturday,1,19781.0
U1003,P104,Clothing,3280,46-50,F,Anxious,Cloudy,Afternoon,Saturday,1,22575.0
U1003,P103,Books,3270,26-35,F,Happy,Cloudy,Evening,Tuesday,0,22105.0
U1003,P103,Beauty,3935,18-25,F,Happy,Rainy,Evening,Thursday,0,20817.0
U1003,P102,Home,1098,26-35,M,Happy,Sunny,Afternoon,Sunday,1,23395.0
U1003,P101,Clothing,2667,18-25,F,Anxious,Cloudy,Night,Saturday,1,22084.0
U1003,P102,Beauty,756,36-45,M,Sad,Sunny,Afternoon,Sunday,1,21493.0
U1003,P101,Clothing,1240,26-35,F,Bored,Sunny,Afternoon,Monday,0,18342.0
U1003,P102,Electronics,1808,18-25,M,Sad,Windy,Night,Monday,0,16246.0
U1003,P102,Beauty,3730,36-45,M,Anxious,Cloudy,Afternoon,Saturday,1,14774.0
U1003,P102,Books,575,46-50,F,Anxious,Windy,Afternoon,Wednesday,0,15234.0
U1003,P101,Books,4861,46-50,F,Bored,Rainy,Evening,Tuesday,0,11874.0
